sample_id,dataset,task,question,answer,answers,metadata,has_image
gqa_117,gqa,gqa,Is the sky blue and cloudy?,yes,"[""yes""]","{""raw_index"": 117, ""qa_index"": 0, ""image_id"": ""117"", ""full_answer"": ""Yes, the sky is blue and cloudy."", ""num_available_qa_pairs"": 8}",True
gqa_698,gqa,gqa,Are there both doors and windows in this photograph?,yes,"[""yes""]","{""raw_index"": 698, ""qa_index"": 0, ""image_id"": ""698"", ""full_answer"": ""Yes, there are both a door and a window."", ""num_available_qa_pairs"": 7}",True
gqa_936,gqa,gqa,Is there a pillow or a bench in this scene?,yes,"[""yes""]","{""raw_index"": 936, ""qa_index"": 0, ""image_id"": ""936"", ""full_answer"": ""Yes, there are pillows."", ""num_available_qa_pairs"": 48}",True
gqa_768,gqa,gqa,"What kind of food is thick, the bananas or the plantains?",plantains,"[""plantains""]","{""raw_index"": 768, ""qa_index"": 0, ""image_id"": ""768"", ""full_answer"": ""The plantains is thick."", ""num_available_qa_pairs"": 20}",True
gqa_899,gqa,gqa,Are there any boxes to the right of the food that the tray holds?,no,"[""no""]","{""raw_index"": 899, ""qa_index"": 0, ""image_id"": ""899"", ""full_answer"": ""No, the box is to the left of the food."", ""num_available_qa_pairs"": 32}",True
gqa_787,gqa,gqa,What color is the cake on the left side?,green,"[""green""]","{""raw_index"": 787, ""qa_index"": 0, ""image_id"": ""787"", ""full_answer"": ""The cake is green."", ""num_available_qa_pairs"": 17}",True
gqa_656,gqa,gqa,What type of animal is pictured?,dog,"[""dog""]","{""raw_index"": 656, ""qa_index"": 0, ""image_id"": ""656"", ""full_answer"": ""The animal is a dog."", ""num_available_qa_pairs"": 8}",True
gqa_955,gqa,gqa,The girl is wearing what?,shorts,"[""shorts""]","{""raw_index"": 955, ""qa_index"": 0, ""image_id"": ""955"", ""full_answer"": ""The girl is wearing shorts."", ""num_available_qa_pairs"": 25}",True
gqa_998,gqa,gqa,Is there any grass that is not green?,no,"[""no""]","{""raw_index"": 998, ""qa_index"": 0, ""image_id"": ""998"", ""full_answer"": ""No, there is grass but it is green."", ""num_available_qa_pairs"": 5}",True
gqa_931,gqa,gqa,Does the frisbee that looks round appear to be orange or green?,orange,"[""orange""]","{""raw_index"": 931, ""qa_index"": 0, ""image_id"": ""931"", ""full_answer"": ""The frisbee is orange."", ""num_available_qa_pairs"": 13}",True
gqa_445,gqa,gqa,Which color does the grass have?,brown,"[""brown""]","{""raw_index"": 445, ""qa_index"": 0, ""image_id"": ""445"", ""full_answer"": ""The grass has brown color."", ""num_available_qa_pairs"": 9}",True
gqa_161,gqa,gqa,Is the woman to the right or to the left of the man that is wearing eyeglasses?,left,"[""left""]","{""raw_index"": 161, ""qa_index"": 0, ""image_id"": ""161"", ""full_answer"": ""The woman is to the left of the man."", ""num_available_qa_pairs"": 11}",True
gqa_908,gqa,gqa,Is the nightstand to the left of the chair that is in the center?,no,"[""no""]","{""raw_index"": 908, ""qa_index"": 0, ""image_id"": ""908"", ""full_answer"": ""No, the nightstand is to the right of the chair."", ""num_available_qa_pairs"": 44}",True
gqa_3,gqa,gqa,What vehicle is it?,carriage,"[""carriage""]","{""raw_index"": 3, ""qa_index"": 0, ""image_id"": ""3"", ""full_answer"": ""The vehicle is a carriage."", ""num_available_qa_pairs"": 22}",True
gqa_739,gqa,gqa,Which kind of vehicle is to the left of the SUV?,car,"[""car""]","{""raw_index"": 739, ""qa_index"": 0, ""image_id"": ""739"", ""full_answer"": ""The vehicle is a car."", ""num_available_qa_pairs"": 20}",True
gqa_736,gqa,gqa,Do you see an elephant in this scene?,no,"[""no""]","{""raw_index"": 736, ""qa_index"": 0, ""image_id"": ""736"", ""full_answer"": ""No, there are no elephants."", ""num_available_qa_pairs"": 9}",True
gqa_930,gqa,gqa,Are there any trucks or cars in the scene?,yes,"[""yes""]","{""raw_index"": 930, ""qa_index"": 0, ""image_id"": ""930"", ""full_answer"": ""Yes, there is a truck."", ""num_available_qa_pairs"": 7}",True
gqa_512,gqa,gqa,Do you see either any bags or cars?,yes,"[""yes""]","{""raw_index"": 512, ""qa_index"": 0, ""image_id"": ""512"", ""full_answer"": ""Yes, there is a bag."", ""num_available_qa_pairs"": 5}",True
gqa_780,gqa,gqa,Is the person with the goggles wearing a jacket?,yes,"[""yes""]","{""raw_index"": 780, ""qa_index"": 0, ""image_id"": ""780"", ""full_answer"": ""Yes, the person is wearing a jacket."", ""num_available_qa_pairs"": 12}",True
gqa_182,gqa,gqa,What is the gender of the figurine the vase is to the right of?,male,"[""male""]","{""raw_index"": 182, ""qa_index"": 0, ""image_id"": ""182"", ""full_answer"": ""The figurine is male."", ""num_available_qa_pairs"": 13}",True
gqa_519,gqa,gqa,What is on the wall?,mirror,"[""mirror""]","{""raw_index"": 519, ""qa_index"": 0, ""image_id"": ""519"", ""full_answer"": ""The mirror is on the wall."", ""num_available_qa_pairs"": 13}",True
gqa_108,gqa,gqa,What is on the wall?,graffiti,"[""graffiti""]","{""raw_index"": 108, ""qa_index"": 0, ""image_id"": ""108"", ""full_answer"": ""The graffiti is on the wall."", ""num_available_qa_pairs"": 6}",True
gqa_640,gqa,gqa,Do you see any cars to the left of the brown building?,yes,"[""yes""]","{""raw_index"": 640, ""qa_index"": 0, ""image_id"": ""640"", ""full_answer"": ""Yes, there is a car to the left of the clock tower."", ""num_available_qa_pairs"": 7}",True
gqa_305,gqa,gqa,Are there any giraffes in the field?,no,"[""no""]","{""raw_index"": 305, ""qa_index"": 0, ""image_id"": ""305"", ""full_answer"": ""No, there is a sheep in the field."", ""num_available_qa_pairs"": 24}",True
gqa_999,gqa,gqa,What shape is the green window?,round,"[""round""]","{""raw_index"": 999, ""qa_index"": 0, ""image_id"": ""999"", ""full_answer"": ""The window is round."", ""num_available_qa_pairs"": 3}",True
gqa_796,gqa,gqa,What's the man wearing?,coat,"[""coat""]","{""raw_index"": 796, ""qa_index"": 0, ""image_id"": ""796"", ""full_answer"": ""The man is wearing a coat."", ""num_available_qa_pairs"": 8}",True
gqa_894,gqa,gqa,Which shape is the clock at the tower?,square,"[""square""]","{""raw_index"": 894, ""qa_index"": 0, ""image_id"": ""894"", ""full_answer"": ""The clock is square."", ""num_available_qa_pairs"": 21}",True
gqa_973,gqa,gqa,What is the color of the bat?,yellow,"[""yellow""]","{""raw_index"": 973, ""qa_index"": 0, ""image_id"": ""973"", ""full_answer"": ""The bat is yellow."", ""num_available_qa_pairs"": 9}",True
gqa_834,gqa,gqa,How is the vehicle to the right of the vehicle that is to the right of the man called?,van,"[""van""]","{""raw_index"": 834, ""qa_index"": 0, ""image_id"": ""834"", ""full_answer"": ""The vehicle is a van."", ""num_available_qa_pairs"": 27}",True
gqa_382,gqa,gqa,What animal is attached to the sign that is hanging off the building?,horse,"[""horse""]","{""raw_index"": 382, ""qa_index"": 0, ""image_id"": ""382"", ""full_answer"": ""The horse is attached to the sign."", ""num_available_qa_pairs"": 15}",True
gqa_798,gqa,gqa,Do you see any horses on the beach?,no,"[""no""]","{""raw_index"": 798, ""qa_index"": 0, ""image_id"": ""798"", ""full_answer"": ""No, there is a woman on the beach."", ""num_available_qa_pairs"": 9}",True
gqa_165,gqa,gqa,Does the cap look black?,no,"[""no""]","{""raw_index"": 165, ""qa_index"": 0, ""image_id"": ""165"", ""full_answer"": ""No, the cap is green."", ""num_available_qa_pairs"": 6}",True
gqa_552,gqa,gqa,What color is the kite in the sky?,pink,"[""pink""]","{""raw_index"": 552, ""qa_index"": 0, ""image_id"": ""552"", ""full_answer"": ""The kite is pink."", ""num_available_qa_pairs"": 13}",True
gqa_543,gqa,gqa,What do the table and the elephant have in common?,material,"[""material""]","{""raw_index"": 543, ""qa_index"": 0, ""image_id"": ""543"", ""full_answer"": ""The material, both the table and the elephant are wooden."", ""num_available_qa_pairs"": 21}",True
gqa_0,gqa,gqa,Are there any skateboards to the left of the chairs on the right?,no,"[""no""]","{""raw_index"": 0, ""qa_index"": 0, ""image_id"": ""0"", ""full_answer"": ""No, there is a motorcycle to the left of the chairs."", ""num_available_qa_pairs"": 6}",True
gqa_613,gqa,gqa,"In which part of the picture is the woman, the top or the bottom?",bottom,"[""bottom""]","{""raw_index"": 613, ""qa_index"": 0, ""image_id"": ""613"", ""full_answer"": ""The woman is in the bottom of the image."", ""num_available_qa_pairs"": 4}",True
gqa_331,gqa,gqa,What place was the picture taken at?,street,"[""street""]","{""raw_index"": 331, ""qa_index"": 0, ""image_id"": ""331"", ""full_answer"": ""It was taken at the street."", ""num_available_qa_pairs"": 9}",True
gqa_500,gqa,gqa,Is the mousepad white or red?,white,"[""white""]","{""raw_index"": 500, ""qa_index"": 0, ""image_id"": ""500"", ""full_answer"": ""The mousepad is white."", ""num_available_qa_pairs"": 22}",True
gqa_19,gqa,gqa,Is there any can or fence?,yes,"[""yes""]","{""raw_index"": 19, ""qa_index"": 0, ""image_id"": ""19"", ""full_answer"": ""Yes, there is a fence."", ""num_available_qa_pairs"": 6}",True
gqa_808,gqa,gqa,Which kind of furniture is to the left of the horse?,chair,"[""chair""]","{""raw_index"": 808, ""qa_index"": 0, ""image_id"": ""808"", ""full_answer"": ""The piece of furniture is a chair."", ""num_available_qa_pairs"": 24}",True
gqa_371,gqa,gqa,Is the color of the giraffe different than the color of the shrub?,yes,"[""yes""]","{""raw_index"": 371, ""qa_index"": 0, ""image_id"": ""371"", ""full_answer"": ""Yes, the shrub is green and the giraffe is white."", ""num_available_qa_pairs"": 15}",True
gqa_314,gqa,gqa,What is on the bed to the right of the water bottles?,pillows,"[""pillows""]","{""raw_index"": 314, ""qa_index"": 0, ""image_id"": ""314"", ""full_answer"": ""The pillows are on the bed."", ""num_available_qa_pairs"": 17}",True
gqa_245,gqa,gqa,Does the brick sidewalk look red?,yes,"[""yes""]","{""raw_index"": 245, ""qa_index"": 0, ""image_id"": ""245"", ""full_answer"": ""Yes, the sidewalk is red."", ""num_available_qa_pairs"": 10}",True
gqa_59,gqa,gqa,Are there any skyscrapers or cars?,yes,"[""yes""]","{""raw_index"": 59, ""qa_index"": 0, ""image_id"": ""59"", ""full_answer"": ""Yes, there is a skyscraper."", ""num_available_qa_pairs"": 3}",True
gqa_246,gqa,gqa,Are there both doors and windows in the picture?,no,"[""no""]","{""raw_index"": 246, ""qa_index"": 0, ""image_id"": ""246"", ""full_answer"": ""No, there is a window but no doors."", ""num_available_qa_pairs"": 3}",True
gqa_865,gqa,gqa,Is the cat white or black?,white,"[""white""]","{""raw_index"": 865, ""qa_index"": 0, ""image_id"": ""865"", ""full_answer"": ""The cat is white."", ""num_available_qa_pairs"": 17}",True
gqa_933,gqa,gqa,The airplane is where?,sky,"[""sky""]","{""raw_index"": 933, ""qa_index"": 0, ""image_id"": ""933"", ""full_answer"": ""The airplane is in the sky."", ""num_available_qa_pairs"": 7}",True
gqa_87,gqa,gqa,What does the person to the right of the person hold?,kite,"[""kite""]","{""raw_index"": 87, ""qa_index"": 0, ""image_id"": ""87"", ""full_answer"": ""The man holds the kite."", ""num_available_qa_pairs"": 23}",True
gqa_749,gqa,gqa,Who is wearing an outfit?,player,"[""player""]","{""raw_index"": 749, ""qa_index"": 0, ""image_id"": ""749"", ""full_answer"": ""The player is wearing an outfit."", ""num_available_qa_pairs"": 9}",True
gqa_497,gqa,gqa,Are there both window and a door in the image?,no,"[""no""]","{""raw_index"": 497, ""qa_index"": 0, ""image_id"": ""497"", ""full_answer"": ""No, there are windows but no doors."", ""num_available_qa_pairs"": 1}",True
gqa_70,gqa,gqa,Is there any dog or cat in the photo?,yes,"[""yes""]","{""raw_index"": 70, ""qa_index"": 0, ""image_id"": ""70"", ""full_answer"": ""Yes, there is a cat."", ""num_available_qa_pairs"": 45}",True
gqa_545,gqa,gqa,Are there any cigarettes or fences that are white?,yes,"[""yes""]","{""raw_index"": 545, ""qa_index"": 0, ""image_id"": ""545"", ""full_answer"": ""Yes, the fence is white."", ""num_available_qa_pairs"": 12}",True
gqa_128,gqa,gqa,Is the fence made of wood gray or yellow?,gray,"[""gray""]","{""raw_index"": 128, ""qa_index"": 0, ""image_id"": ""128"", ""full_answer"": ""The fence is gray."", ""num_available_qa_pairs"": 9}",True
gqa_131,gqa,gqa,Are there any cones in the street?,yes,"[""yes""]","{""raw_index"": 131, ""qa_index"": 0, ""image_id"": ""131"", ""full_answer"": ""Yes, there is a cone in the street."", ""num_available_qa_pairs"": 6}",True
gqa_675,gqa,gqa,Are there bowls or wine glasses?,yes,"[""yes""]","{""raw_index"": 675, ""qa_index"": 0, ""image_id"": ""675"", ""full_answer"": ""Yes, there is a wine glass."", ""num_available_qa_pairs"": 18}",True
gqa_486,gqa,gqa,Are there any horses near the post?,no,"[""no""]","{""raw_index"": 486, ""qa_index"": 0, ""image_id"": ""486"", ""full_answer"": ""No, there is a zebra near the post."", ""num_available_qa_pairs"": 1}",True
gqa_562,gqa,gqa,The laptop that is not closed sits on what?,desk,"[""desk""]","{""raw_index"": 562, ""qa_index"": 0, ""image_id"": ""562"", ""full_answer"": ""The laptop sits on the desk."", ""num_available_qa_pairs"": 33}",True
gqa_169,gqa,gqa,Of what color is the bed sheet?,red,"[""red""]","{""raw_index"": 169, ""qa_index"": 0, ""image_id"": ""169"", ""full_answer"": ""The bed sheet is red."", ""num_available_qa_pairs"": 10}",True
gqa_855,gqa,gqa,Is the man to the left of a backpack?,no,"[""no""]","{""raw_index"": 855, ""qa_index"": 0, ""image_id"": ""855"", ""full_answer"": ""No, the man is to the left of the traffic cone."", ""num_available_qa_pairs"": 34}",True
gqa_540,gqa,gqa,Does the person to the left of the bicycles wear goggles?,no,"[""no""]","{""raw_index"": 540, ""qa_index"": 0, ""image_id"": ""540"", ""full_answer"": ""No, the person wears jeans."", ""num_available_qa_pairs"": 4}",True
gqa_621,gqa,gqa,Are there both airplanes and trucks in the photograph?,no,"[""no""]","{""raw_index"": 621, ""qa_index"": 0, ""image_id"": ""621"", ""full_answer"": ""No, there is an airplane but no trucks."", ""num_available_qa_pairs"": 1}",True
gqa_433,gqa,gqa,What color do you think the shirt is?,yellow,"[""yellow""]","{""raw_index"": 433, ""qa_index"": 0, ""image_id"": ""433"", ""full_answer"": ""The shirt is yellow."", ""num_available_qa_pairs"": 4}",True
gqa_866,gqa,gqa,Which kind of device is it?,camera,"[""camera""]","{""raw_index"": 866, ""qa_index"": 0, ""image_id"": ""866"", ""full_answer"": ""The device is a camera."", ""num_available_qa_pairs"": 4}",True
gqa_784,gqa,gqa,Is there a bench in the image?,no,"[""no""]","{""raw_index"": 784, ""qa_index"": 0, ""image_id"": ""784"", ""full_answer"": ""No, there are no benches."", ""num_available_qa_pairs"": 2}",True
gqa_938,gqa,gqa,Is the sky orange?,yes,"[""yes""]","{""raw_index"": 938, ""qa_index"": 0, ""image_id"": ""938"", ""full_answer"": ""Yes, the sky is orange."", ""num_available_qa_pairs"": 8}",True
gqa_706,gqa,gqa,Is there a bus near the sign?,yes,"[""yes""]","{""raw_index"": 706, ""qa_index"": 0, ""image_id"": ""706"", ""full_answer"": ""Yes, there is a bus near the sign."", ""num_available_qa_pairs"": 11}",True
gqa_205,gqa,gqa,"Which color are the words, white or brown?",white,"[""white""]","{""raw_index"": 205, ""qa_index"": 0, ""image_id"": ""205"", ""full_answer"": ""The words are white."", ""num_available_qa_pairs"": 5}",True
gqa_730,gqa,gqa,On which side of the photo is the kite?,right,"[""right""]","{""raw_index"": 730, ""qa_index"": 0, ""image_id"": ""730"", ""full_answer"": ""The kite is on the right of the image."", ""num_available_qa_pairs"": 7}",True
gqa_319,gqa,gqa,Is the woman in front or behind the person who is standing on the grass?,front,"[""front""]","{""raw_index"": 319, ""qa_index"": 0, ""image_id"": ""319"", ""full_answer"": ""The woman is in front of the man."", ""num_available_qa_pairs"": 23}",True
gqa_844,gqa,gqa,What is the color of that shirt?,blue,"[""blue""]","{""raw_index"": 844, ""qa_index"": 0, ""image_id"": ""844"", ""full_answer"": ""The shirt is blue."", ""num_available_qa_pairs"": 8}",True
gqa_687,gqa,gqa,Is the ground snowy or rocky?,rocky,"[""rocky""]","{""raw_index"": 687, ""qa_index"": 0, ""image_id"": ""687"", ""full_answer"": ""The ground is rocky."", ""num_available_qa_pairs"": 8}",True
gqa_971,gqa,gqa,How is the weather?,clear,"[""clear""]","{""raw_index"": 971, ""qa_index"": 0, ""image_id"": ""971"", ""full_answer"": ""It is clear."", ""num_available_qa_pairs"": 2}",True
gqa_831,gqa,gqa,Is the snow dirty and white?,yes,"[""yes""]","{""raw_index"": 831, ""qa_index"": 0, ""image_id"": ""831"", ""full_answer"": ""Yes, the snow is dirty and white."", ""num_available_qa_pairs"": 21}",True
gqa_448,gqa,gqa,How thick is the drink?,thick,"[""thick""]","{""raw_index"": 448, ""qa_index"": 0, ""image_id"": ""448"", ""full_answer"": ""The drink is thick."", ""num_available_qa_pairs"": 26}",True
gqa_529,gqa,gqa,Are there any glasses or fire hydrants in this picture?,yes,"[""yes""]","{""raw_index"": 529, ""qa_index"": 0, ""image_id"": ""529"", ""full_answer"": ""Yes, there is a fire hydrant."", ""num_available_qa_pairs"": 1}",True
gqa_462,gqa,gqa,Which kind of toy is the tag on?,teddy bear,"[""teddy bear""]","{""raw_index"": 462, ""qa_index"": 0, ""image_id"": ""462"", ""full_answer"": ""The tag is on the teddy bear."", ""num_available_qa_pairs"": 15}",True
